submission_id,user_id,assesment_id,score
202,178,243,87
203,179,209,54
204,179,112,74
205,179,370,51
206,179,73,97
207,180,10,41
208,180,328,94
209,180,249,92
210,181,168,94
211,181,238,47
212,181,23,91
213,182,192,49
214,182,105,70
215,182,240,65
216,182,355,57
217,183,380,76
218,183,255,96
219,183,347,47
220,183,239,95
221,184,60,51
222,184,335,75
223,184,185,58
224,185,60,99
225,185,262,80
226,185,349,80
227,186,186,88
228,187,148,61
229,188,77,77
230,188,174,76
231,188,271,61
232,189,372,53
233,189,55,47
234,190,110,41
235,190,56,70
236,190,349,67
237,191,112,43
238,191,148,88
239,192,31,73
240,192,238,100
241,193,27,95
242,193,38,96
243,193,112,69
244,194,391,90
245,194,114,57
246,194,36,62
247,195,264,96
248,195,333,97
249,195,316,60
250,196,386,78
251,196,277,95
252,197,191,62
253,197,169,86
254,198,346,53
255,198,267,78
256,198,3,49
257,199,165,49
258,200,343,93
259,200,339,86
260,201,2,49
261,202,254,59
262,202,79,94
263,202,56,49
264,203,223,58
265,203,261,46
266,203,57,76
267,204,86,96
268,204,241,61
269,204,330,57
270,204,295,48
271,205,73,71
272,205,22,80
273,205,248,53
274,205,378,91
275,206,56,66
276,206,15,86
277,206,28,87
278,207,74,98
279,207,147,68
280,207,110,40
281,207,166,97
282,208,282,85
283,208,372,74
284,208,110,63
285,208,105,74
286,209,394,65
287,209,55,92
288,209,348,96
289,209,309,97
290,210,197,100
291,210,43,60
292,211,252,90
293,211,307,98
294,211,207,55
295,211,305,85
296,212,326,70
297,212,306,49
298,212,167,52
299,212,83,70
300,213,117,87
301,213,314,49
302,213,81,54
303,214,161,70
304,214,379,100
305,214,311,59
306,215,378,66
307,216,238,86
308,216,190,94
309,217,197,72
310,217,335,91
311,218,316,77
312,218,67,96
313,218,148,68
314,219,202,95
315,219,301,93
316,220,28,97
317,221,291,60
318,221,240,49
319,221,16,52
320,222,94,100
321,222,338,58
322,222,24,83
323,223,295,70
324,224,372,69
325,224,252,54
326,224,99,48
327,224,64,83
328,225,106,80
329,225,61,45
330,225,277,84
331,225,291,72
332,226,55,76
333,226,230,91
334,226,174,93
335,226,2,87
336,227,304,70
337,227,77,82
338,228,241,56
339,229,230,98
340,229,14,40
341,230,116,100
342,230,331,88
343,230,345,68
344,231,400,87
345,231,77,74
346,231,150,91
347,231,357,79
348,232,277,73
349,232,127,89
350,232,319,60
351,233,165,67
352,234,177,51
353,235,43,79
354,235,232,87
355,235,61,80
356,235,160,58
357,236,250,85
358,237,322,66
359,237,140,49
360,238,76,75
361,238,140,41
362,238,172,95
363,239,350,44
364,239,291,89
365,240,11,78
366,240,299,94
367,240,81,50
368,241,234,50
369,242,244,61
370,242,64,94
371,243,179,59
372,243,249,76
373,243,186,100
374,244,180,84
375,245,357,69
376,245,7,96
377,245,287,84
378,245,101,63
379,246,225,74
380,246,170,62
381,247,258,41
382,247,152,96
383,247,263,69
384,248,243,53
385,249,161,78
386,249,181,64
387,249,145,60
388,250,387,51
389,251,318,41
390,252,155,82
391,252,254,69
392,252,315,61
393,253,214,89
394,254,265,53
395,254,214,71
396,254,89,82
397,254,63,76
398,255,393,55
399,255,43,96
400,256,24,69
401,256,270,86
402,256,193,59
403,257,264,49
404,258,29,63
405,258,204,84
406,259,307,49
407,259,316,84
408,260,239,42
409,260,329,71
410,260,132,93
411,260,363,47
412,261,84,70
413,261,203,86
414,261,281,57
415,261,183,83
416,262,116,73
417,263,184,84
418,263,247,56
419,264,41,88
420,265,134,42
421,265,37,67
422,266,95,47
423,266,13,87
424,266,18,53
425,266,41,78
426,267,190,46
427,268,67,65
428,268,168,58
429,268,83,40
430,269,103,76
431,269,179,92
432,269,286,47
433,269,161,46
434,270,231,82
435,270,154,96
436,270,306,88
437,270,400,97
438,271,174,70
439,271,187,69
440,272,177,89
441,272,392,52
442,272,78,51
443,272,83,75
444,273,47,43
445,273,365,44
446,274,162,91
447,274,190,48
448,274,213,99
449,274,85,97
450,275,51,47
451,275,293,45
452,275,311,46
453,276,255,82
454,276,30,62
455,276,296,88
456,277,172,100
457,278,68,95
458,278,167,82
459,278,378,73
460,278,332,45
461,279,363,54
462,280,86,68
463,280,105,45
464,280,208,62
465,281,349,75
466,281,239,78
467,282,79,93
468,282,345,99
469,282,155,70
470,283,113,50
471,284,57,43
472,284,183,56
473,284,297,49
474,285,67,98
475,285,208,63
476,285,62,61
477,286,54,89
478,286,64,64
479,286,100,88
480,287,295,59
481,287,314,68
482,287,256,44
483,287,165,86
484,288,330,95
485,288,66,89
486,288,3,76
487,288,68,40
488,289,188,71
489,289,197,42
490,289,398,94
491,289,399,85
492,290,213,81
493,290,319,43
494,290,278,88
495,291,59,41
496,291,115,59
497,291,333,56
498,291,399,89
499,292,168,51
500,292,201,58
501,292,389,79
502,293,301,56
503,293,9,44
504,294,82,79
505,295,160,69
506,295,36,43
507,295,118,91
508,296,86,56
509,296,123,57
510,297,24,85
511,297,43,93
512,298,292,51
513,299,135,93
514,299,3,76
515,300,357,58
516,301,286,89
517,301,342,90
518,302,323,57
519,302,91,55
520,303,276,54
521,303,248,72
522,303,194,100
523,304,229,41
524,304,109,55
525,304,101,52
526,304,240,49
527,305,248,93
528,305,209,44
529,305,371,66
530,306,282,93
531,306,73,59
532,306,386,69
533,306,397,81
534,307,340,64
535,307,21,76
536,307,23,79
537,308,241,50
538,309,360,62
539,310,371,48
540,310,86,73
541,310,379,92
542,311,100,46
543,311,359,41
544,311,164,77
545,311,171,87
546,312,379,40
547,312,32,72
548,312,97,51
549,313,362,49
550,313,226,86
551,313,77,54
552,314,12,76
553,314,20,59
554,314,386,58
555,315,132,91
556,315,55,74
557,315,314,71
558,315,283,57
559,316,375,85
560,316,100,45
561,316,275,50
562,316,346,72
563,317,230,80
564,317,23,49
565,317,132,90
566,317,177,50
567,318,241,81
568,318,356,49
569,318,304,89
570,318,192,59
571,319,232,63
572,319,28,92
573,319,237,50
574,319,156,71
575,320,200,78
576,321,133,56
577,321,278,79
578,321,33,40
579,321,225,95
580,322,255,99
581,322,314,81
582,322,329,57
583,322,28,64
584,323,210,87
585,324,170,86
586,324,302,79
587,325,393,75
588,326,386,98
589,326,201,67
590,326,220,60
591,327,289,42
592,328,265,61
593,328,123,56
594,328,400,100
595,329,383,68
596,329,332,48
597,329,243,95
598,329,193,56
599,330,204,53
600,330,207,83
601,331,15,95
602,331,234,92
603,332,340,40
604,333,190,67
605,333,237,69
606,333,339,81
607,334,308,98
608,335,286,40
609,335,7,77
610,336,308,55
611,336,370,40
612,336,316,78
613,337,336,46
614,337,247,67
615,337,260,44
616,337,377,50
617,338,337,77
618,338,132,93
619,338,339,59
620,339,159,91
621,339,36,92
622,340,222,91
623,340,18,42
624,341,260,77
625,341,44,49
626,341,374,75
627,342,147,90
628,342,219,82
629,342,21,84
630,343,262,79
631,343,368,69
632,343,343,69
633,343,392,78
634,344,122,40
635,344,372,71
636,344,294,72
637,344,199,91
638,345,138,98
639,345,98,45
640,345,302,98
641,345,381,57
642,346,12,40
643,347,242,61
644,348,79,61
645,348,337,86
646,348,168,65
647,349,225,91
648,349,244,44
649,350,144,68
650,350,191,91
651,350,214,79
652,351,100,99
653,351,343,64
654,352,9,58
655,352,18,63
656,352,265,97
657,353,39,72
658,353,104,99
659,353,128,56
660,353,94,72
661,354,170,78
662,354,94,84
663,355,150,40
664,355,112,45
665,355,55,54
666,355,266,57
667,356,174,49
668,356,193,70
669,357,158,80
670,358,369,65
671,358,135,59
672,358,30,78
673,359,364,40
674,359,225,72
675,360,70,42
676,361,300,44
677,361,352,66
678,362,72,59
679,362,151,73
680,362,393,99
681,362,160,57
682,363,356,62
683,363,43,76
684,363,77,51
685,363,138,40
686,364,345,71
687,364,303,56
688,365,79,83
689,365,286,93
690,366,191,69
691,366,393,70
692,367,379,70
693,367,120,90
694,367,311,62
695,367,191,75
696,368,204,64
697,369,44,82
698,369,360,54
699,369,330,84
700,369,208,85
701,370,214,61
702,371,224,96
703,371,172,85
704,372,110,45
705,372,88,70
706,372,252,76
707,373,154,99
708,373,139,58
709,374,3,71
710,374,135,61
711,375,295,44
712,375,380,56
713,376,194,94
714,376,20,89
715,377,320,44
716,377,41,52
717,378,252,45
718,378,174,54
719,379,366,67
720,379,338,45
721,379,203,72
722,379,248,80
723,380,289,97
724,380,207,76
725,380,390,72
726,381,151,61
727,381,131,56
728,381,264,47
729,382,236,54
730,383,310,90
731,384,346,56
732,384,313,100
733,384,15,98
734,384,173,88
735,385,136,65
736,385,391,44
737,385,78,85
738,385,251,71
739,386,32,68
740,386,358,92
741,386,19,55
742,386,380,72
743,387,10,76
744,388,13,89
745,389,3,81
746,389,344,78
747,389,50,86
748,389,147,76
749,390,400,98
750,390,377,99
751,391,26,67
752,391,93,92
753,391,297,88
754,391,218,90
755,392,70,44
756,392,272,97
757,392,64,89
758,392,112,67
759,393,198,64
760,393,107,60
761,393,216,91
762,393,206,99
763,394,8,47
764,394,85,100
765,395,37,73
766,395,204,70
767,395,392,45
768,395,336,77
769,396,369,50
770,397,106,76
771,398,308,76
772,398,347,80
773,398,400,57
774,398,362,94
775,399,80,71
776,399,279,66
777,399,236,66
778,400,361,92
779,400,115,52
780,400,45,50
781,400,233,53
782,401,57,73
783,401,359,41
784,401,285,50
785,402,192,66
786,402,59,92
787,402,220,44
788,402,383,41
789,403,107,100
790,403,22,65
791,404,13,77
792,404,210,63
793,404,174,76
794,405,95,92
795,406,398,85
796,406,145,84
797,407,289,76
798,407,186,58
799,407,396,57
800,407,197,88
801,408,378,58
802,408,376,59
803,408,374,93
804,409,347,68
805,409,273,75
806,409,270,54
807,409,363,80
808,410,170,82
809,410,68,77
810,410,256,82
811,411,179,57
812,411,123,55
813,411,319,54
814,411,87,54
815,412,216,62
816,412,1,47
817,412,89,89
818,413,315,77
819,413,349,46
820,413,10,98
821,414,35,46
822,414,137,83
823,414,182,52
824,414,180,82
825,415,286,77
826,415,43,64
827,415,227,87
828,416,77,68
829,416,361,81
830,416,285,72
831,417,69,87
832,417,237,52
833,418,61,76
834,418,195,80
835,418,210,83
836,419,172,52
837,419,308,45
838,419,184,41
839,420,30,41
840,420,175,91
841,420,17,66
842,421,284,76
843,422,372,96
844,422,326,53
845,423,189,89
846,423,389,74
847,424,224,94
848,424,41,43
849,424,211,45
850,424,330,100
851,425,262,54
852,426,289,62
853,426,1,55
854,426,347,96
855,426,268,90
856,427,172,92
857,427,126,99
858,428,142,46
859,429,297,75
860,429,398,65
861,429,182,55
862,430,190,56
863,430,342,63
864,430,199,99
865,430,265,93
866,431,339,93
867,431,241,88
868,431,398,66
869,432,116,78
870,432,331,47
871,432,333,82
872,433,69,56
873,433,285,81
874,433,124,72
875,433,205,52
876,434,334,66
877,435,181,81
878,435,170,65
879,435,103,50
880,436,50,40
881,436,54,68
882,437,394,58
883,438,260,86
884,438,305,61
885,438,212,56
886,439,338,65
887,439,150,95
888,439,185,43
889,440,13,61
890,440,342,73
891,441,110,63
892,441,262,97
893,442,264,92
894,442,364,90
895,442,103,45
896,443,243,60
897,443,321,53
898,443,276,57
899,444,334,55
900,445,84,51
901,446,86,90
902,446,106,81
903,446,315,70
904,447,96,88
905,447,251,52
906,447,84,64
907,448,222,74
908,448,54,56
909,448,123,79
910,449,30,61
911,449,1,78
912,449,332,42
913,449,205,59
914,450,37,83
915,451,330,55
916,451,181,97
917,452,289,56
918,453,81,92
919,453,380,66
920,453,222,65
921,453,59,69
922,454,59,87
923,454,333,89
924,454,351,74
925,454,343,77
926,455,117,52
927,455,155,91
928,455,265,68
929,455,215,60
930,456,183,93
931,456,30,41
932,456,257,40
933,457,49,54
934,458,17,58
935,459,202,51
936,459,350,75
937,459,134,68
938,460,194,72
939,461,121,77
940,461,362,47
941,462,166,58
942,462,190,55
943,462,164,79
944,463,331,79
945,463,214,71
946,463,236,61
947,464,247,100
948,464,195,44
949,464,298,97
950,464,350,67
951,465,259,79
952,466,302,97
953,467,83,79
954,467,188,74
955,467,69,56
956,468,333,88
957,469,216,76
958,469,7,41
959,469,55,82
960,469,93,54
961,470,346,41
962,470,26,48
963,471,266,52
964,471,300,81
965,471,99,72
966,472,350,68
967,473,82,77
968,473,210,93
969,474,91,91
970,474,266,100
971,475,31,74
972,475,152,43
973,475,384,82
974,475,376,47
975,476,170,70
976,476,245,73
977,477,301,68
978,478,267,65
979,478,303,92
980,478,276,58
981,479,232,44
982,479,142,53
983,480,299,67
984,480,366,62
985,481,299,81
986,482,15,84
987,482,225,50
988,482,259,92
989,482,265,91
990,483,159,46
991,483,262,91
992,484,390,78
993,484,381,50
994,484,194,55
995,485,16,63
996,485,114,86
997,485,272,98
998,486,144,40
999,487,263,96
1000,488,189,54
1001,488,61,86
1002,488,148,64
1003,488,170,87
1004,489,145,58
1005,489,149,80
1006,490,149,60
1007,490,166,45
1008,491,277,91
1009,491,11,66
1010,491,399,73
1011,492,336,44
1012,492,180,61
1013,493,257,95
1014,493,353,96
1015,493,47,71
1016,494,325,95
1017,495,70,69
1018,495,289,50
1019,495,84,78
1020,496,252,46
1021,497,100,71
1022,497,89,100
1023,498,21,91
1024,499,300,55
1025,499,217,79
1026,499,25,61
1027,499,318,54
1028,500,161,58
1029,501,282,92
1030,501,182,87
1031,501,280,63
1032,501,298,66
1033,502,129,41
1034,502,188,47
1035,502,279,98
1036,503,80,95
1037,503,207,63
1038,504,34,44
1039,504,387,47
1040,505,386,41
1041,505,101,85
1042,506,186,61
1043,506,49,64
1044,506,68,65
1045,507,306,92
1046,508,89,78
1047,508,286,53
1048,508,345,77
1049,508,274,47
1050,509,368,66
1051,509,297,78
1052,509,37,55
1053,509,32,99
1054,510,135,77
1055,510,219,59
1056,511,330,97
1057,511,266,50
1058,511,244,60
1059,511,269,61
1060,512,18,76
1061,512,228,53
1062,513,93,69
1063,514,69,46
1064,515,239,43
1065,515,25,87
1066,515,8,76
1067,516,335,84
1068,516,208,91
1069,517,194,74
1070,517,279,88
1071,517,341,98
1072,518,294,99
1073,518,200,73
1074,518,123,52
1075,519,385,87
1076,519,56,91
1077,519,94,99
1078,519,279,90
1079,520,188,76
1080,520,74,53
1081,521,206,69
1082,522,109,69
1083,522,171,72
1084,522,384,41
1085,523,231,63
1086,523,189,53
1087,523,289,76
1088,523,261,42
1089,524,316,75
1090,524,190,72
1091,524,123,48
1092,524,398,96
1093,525,288,43
1094,525,30,52
1095,525,38,44
1096,526,293,74
1097,526,177,45
1098,527,95,50
1099,527,155,86
1100,527,170,47
1101,527,209,58
1102,528,30,40
1103,528,108,100
1104,528,172,97
1105,529,317,77
1106,529,112,65
1107,530,109,55
1108,530,131,87
1109,530,54,87
1110,530,300,72
1111,531,21,99
1112,531,212,74
1113,531,381,62
1114,531,269,50
1115,532,80,91
1116,532,88,100
1117,533,135,62
1118,533,70,46
1119,534,325,98
1120,534,375,94
1121,534,234,70
1122,534,261,85
1123,535,69,64
1124,536,292,69
1125,537,19,41
1126,537,56,65
1127,537,262,84
1128,538,253,56
1129,538,366,89
1130,538,216,89
1131,538,354,92
1132,539,264,48
1133,539,339,78
1134,539,331,70
1135,539,130,44
1136,540,135,58
1137,541,41,90
1138,541,205,61
1139,541,40,83
1140,542,298,50
1141,543,41,69
1142,544,320,41
1143,544,224,67
1144,544,377,42
1145,544,177,54
1146,545,319,66
1147,545,300,49
1148,546,148,72
1149,546,21,43
1150,546,78,64
1151,546,355,99
1152,547,236,44
1153,547,196,99
1154,547,38,94
1155,548,262,89
1156,549,313,91
1157,550,171,64
1158,550,186,50
1159,550,106,51
1160,550,193,47
1161,551,392,96
1162,551,163,88
1163,551,210,83
1164,551,62,88
1165,552,286,58
1166,552,31,98
1167,553,86,54
1168,553,192,96
1169,553,289,52
1170,554,177,70
1171,554,361,61
1172,554,371,98
1173,554,194,45
1174,555,335,95
1175,555,118,42
1176,556,223,46
1177,556,126,47
1178,557,370,61
1179,557,125,51
1180,557,107,46
1181,558,23,89
1182,558,148,71
1183,559,140,89
1184,560,263,93
1185,560,120,77
1186,560,322,78
1187,560,400,48
1188,561,41,57
1189,561,325,80
1190,562,22,40
1191,563,66,40
1192,563,67,90
1193,563,82,52
1194,563,292,40
1195,564,265,51
1196,564,194,67
1197,564,36,67
1198,564,251,64
1199,565,204,49
1200,565,105,46
1201,565,248,73
1202,565,194,58
1203,566,362,82
1204,566,303,91
1205,566,263,97
1206,567,230,99
1207,567,201,97
1208,568,123,87
1209,568,268,49
1210,568,38,89
1211,568,50,83
1212,569,81,70
1213,569,92,58
1214,569,132,88
1215,570,398,91
1216,570,118,50
1217,570,86,75
1218,570,192,69
1219,571,277,90
1220,571,320,78
1221,571,188,46
1222,571,23,84
1223,572,141,52
1224,573,376,60
1225,573,359,77
1226,573,165,80
1227,573,307,94
1228,574,387,84
1229,575,144,61
1230,576,211,84
1231,576,124,86
1232,577,22,76
1233,577,119,89
1234,578,164,68
1235,578,126,92
1236,579,193,98
1237,579,341,81
1238,580,100,91
1239,580,242,72
1240,580,124,100
1241,581,340,94
1242,582,96,46
1243,582,103,69
1244,582,221,52
1245,582,115,57
1246,583,323,50
1247,583,257,50
1248,584,82,47
1249,584,90,56
1250,585,368,59
1251,585,202,49
1252,585,7,91
1253,585,377,44
1254,586,393,53
1255,586,386,67
1256,586,55,93
1257,586,267,84
1258,587,114,91
1259,588,68,79
1260,588,292,96
1261,589,223,94
1262,589,288,76
1263,589,363,50
1264,589,342,89
1265,590,1,44
1266,590,62,96
1267,590,205,71
1268,591,63,81
1269,592,376,67
1270,593,350,52
1271,593,257,60
1272,593,242,53
1273,593,400,65
1274,594,138,69
1275,594,44,61
1276,594,261,94
1277,594,329,56
1278,595,140,41
1279,596,136,65
1280,596,81,80
1281,596,194,62
1282,596,78,97
1283,597,124,40
1284,597,250,54
1285,597,68,87
1286,598,354,73
1287,599,188,70
1288,599,22,80
1289,599,219,50
1290,599,335,74
1291,600,58,41
1292,600,75,49
1293,601,299,87
1294,601,286,59
1295,601,42,98
1296,601,352,99
1297,602,251,56
1298,602,374,81
1299,602,89,78
1300,602,39,44
1301,603,63,40
1302,603,116,49
1303,603,157,76
1304,604,125,40
1305,604,19,44
1306,604,201,59
1307,604,50,81
1308,605,89,86
1309,605,17,83
1310,605,343,79
1311,605,199,55
1312,606,393,93
1313,606,173,64
1314,606,190,88
1315,606,351,40
1316,607,222,48
1317,607,363,61
1318,608,333,40
1319,609,83,60
1320,609,133,63
1321,609,182,95
1322,610,223,70
1323,610,69,46
1324,611,15,54
1325,611,207,76
1326,612,281,76
1327,612,140,97
1328,612,29,72
1329,613,306,43
1330,614,42,96
1331,614,204,83
1332,614,54,51
1333,614,1,89
1334,615,385,92
1335,615,268,64
1336,616,196,58
1337,616,342,65
1338,616,267,75
1339,617,181,94
1340,617,314,76
1341,617,142,62
1342,618,261,51
1343,618,288,81
1344,618,205,58
1345,619,203,85
1346,620,367,63
1347,620,150,62
1348,620,338,48
1349,621,191,94
1350,621,106,100
1351,621,45,53
1352,622,211,64
1353,622,62,67
1354,622,113,92
1355,622,178,93
1356,623,299,67
1357,623,26,70
1358,623,203,43
1359,623,76,82
1360,624,95,82
1361,624,311,62
1362,624,304,79
1363,624,192,80
1364,625,64,92
1365,626,231,56
1366,626,371,43
1367,626,163,93
1368,627,241,96
1369,628,257,81
1370,628,20,64
1371,628,70,72
1372,629,358,65
1373,629,33,58
1374,629,109,51
1375,629,349,58
1376,630,305,68
1377,631,332,68
1378,631,237,72
1379,631,359,80
1380,632,263,86
1381,633,91,74
1382,633,399,64
1383,634,321,86
1384,634,3,68
1385,634,296,73
1386,635,245,79
1387,635,372,77
1388,635,344,57
1389,636,232,47
1390,636,342,57
1391,636,36,86
1392,636,400,63
1393,637,296,92
1394,637,328,75
1395,638,75,100
1396,638,228,41
1397,639,335,44
1398,639,74,79
1399,639,234,76
1400,640,306,47
1401,640,388,58
1402,640,376,41
1403,640,224,53
1404,641,50,92
1405,641,347,66
1406,641,104,77
1407,642,352,82
1408,642,149,93
1409,643,141,43
1410,643,85,46
1411,643,370,77
1412,643,277,58
1413,644,279,96
1414,644,366,77
1415,644,226,91
1416,644,25,71
1417,645,298,78
1418,645,245,90
1419,646,261,46
1420,647,192,55
1421,647,338,57
1422,648,382,63
1423,648,209,73
1424,649,363,100
1425,649,50,43
1426,650,356,60
1427,651,227,62
1428,651,248,69
1429,651,84,82
1430,651,206,68
1431,652,82,73
1432,653,258,49
1433,653,265,97
1434,654,168,84
1435,655,308,71
1436,655,32,86
1437,656,339,72
1438,656,10,66
1439,656,265,99
1440,656,171,71
1441,657,26,84
1442,657,225,52
1443,658,283,98
1444,659,282,52
1445,659,225,98
1446,659,8,67
1447,659,43,44
1448,660,90,77
1449,660,47,49
1450,661,351,88
1451,661,195,99
1452,662,111,49
1453,662,396,97
1454,662,39,88
1455,663,395,42
1456,664,31,64
1457,665,108,41
1458,665,35,59
1459,665,364,83
1460,666,217,76
1461,666,243,73
1462,667,69,56
1463,668,159,51
1464,668,269,71
1465,668,50,48
1466,668,322,97
1467,669,171,80
1468,669,334,85
1469,669,46,67
1470,669,285,65
1471,670,284,95
1472,671,357,70
1473,671,56,97
1474,671,231,75
1475,672,83,46
1476,672,63,59
1477,672,107,65
1478,672,213,92
1479,673,93,77
1480,674,7,52
1481,675,273,89
1482,675,140,63
1483,676,392,89
1484,677,347,89
1485,677,321,98
1486,677,210,59
1487,678,301,52
1488,678,55,71
1489,678,23,53
1490,679,338,54
1491,679,164,53
1492,679,55,87
1493,680,364,60
1494,680,87,59
1495,681,240,54
1496,681,181,50
1497,681,251,68
1498,681,254,74
1499,682,225,86
1500,682,298,51
1501,682,367,53
1502,683,376,68
1503,684,69,45
1504,684,20,60
1505,685,364,85
1506,686,266,43
1507,686,227,88
1508,686,135,60
1509,686,28,63
1510,687,252,48
1511,688,274,61
1512,689,93,69
1513,689,146,63
1514,689,161,85
1515,690,371,75
1516,690,287,84
1517,690,62,67
1518,690,88,54
1519,691,115,94
1520,691,38,75
1521,692,28,88
1522,692,97,89
1523,692,274,91
1524,692,135,80
1525,693,292,69
1526,693,185,89
1527,693,141,93
1528,694,170,97
1529,694,187,74
1530,695,239,90
1531,695,343,71
1532,695,58,96
1533,695,366,87
1534,696,194,84
1535,696,302,42
1536,697,80,82
1537,698,351,89
1538,698,336,68
1539,698,212,69
1540,699,367,98
1541,699,237,89
1542,699,124,71
1543,699,161,41
1544,700,269,51
1545,700,299,75
1546,700,335,77
1547,700,171,90
1548,701,172,82
1549,701,366,100
1550,701,160,88
1551,702,233,97
1552,703,197,91
1553,704,240,79
1554,705,302,79
1555,705,261,46
1556,705,201,63
1557,706,330,76
1558,707,378,75
1559,707,69,45
1560,708,311,79
1561,708,397,64
1562,708,11,74
1563,709,201,61
1564,709,195,86
1565,710,308,43
1566,710,361,68
1567,710,323,67
1568,710,98,55
1569,711,321,56
1570,711,381,100
1571,712,102,71
1572,712,65,48
1573,712,293,92
1574,712,210,66
1575,713,281,76
1576,714,64,86
1577,714,275,66
1578,714,149,91
1579,714,55,67
1580,715,60,46
1581,716,20,41
1582,716,217,66
1583,716,172,50
1584,716,392,81
1585,717,271,70
1586,717,315,56
1587,717,211,68
1588,718,203,73
1589,718,146,62
1590,719,135,54
1591,720,262,68
1592,720,8,76
1593,720,388,47
1594,720,357,100
1595,721,347,100
1596,721,259,73
1597,721,265,86
1598,722,161,53
1599,722,308,44
1600,722,19,49
1601,722,383,88
1602,723,321,85
1603,724,83,64
1604,724,288,81
1605,724,71,56
1606,724,264,85
1607,725,324,84
1608,725,70,43
1609,725,123,54
1610,726,61,40
1611,727,185,44
1612,727,54,63
1613,728,181,78
1614,728,388,74
1615,729,76,75
1616,729,378,91
1617,730,311,56
1618,730,352,79
1619,730,390,68
1620,731,15,45
1621,731,152,79
1622,731,79,42
1623,732,333,73
1624,732,365,64
1625,732,52,69
1626,732,6,72
1627,733,307,79
1628,733,252,41
1629,733,379,71
1630,734,102,43
1631,734,56,71
1632,735,273,84
1633,735,247,88
1634,735,249,55
1635,736,317,54
1636,736,320,88
1637,736,312,66
1638,736,152,51
1639,737,69,98
1640,737,331,56
1641,737,208,79
1642,738,90,55
1643,738,287,45
1644,739,157,43
1645,739,273,55
1646,739,169,58
1647,740,334,91
1648,740,368,47
1649,740,371,45
1650,740,320,42
1651,741,321,66
1652,741,138,72
1653,741,47,48
1654,742,24,49
1655,742,172,70
1656,742,396,85
1657,743,156,100
1658,744,190,60
1659,744,279,99
1660,744,217,66
1661,744,300,97
1662,745,254,68
