enrollment_id,user_id,course_id
743,387,5
744,388,7
745,389,2
746,389,172
747,389,25
748,389,74
749,390,200
750,390,189
751,391,13
752,391,47
753,391,149
754,391,109
755,392,35
756,392,136
757,392,32
758,392,56
759,393,99
760,393,54
761,393,108
762,393,103
763,394,4
764,394,43
765,395,19
766,395,102
767,395,196
768,395,168
769,396,185
770,397,53
771,398,154
772,398,174
773,398,200
774,398,181
775,399,40
776,399,140
777,399,118
778,400,181
779,400,58
780,400,23
781,400,117
782,401,29
783,401,180
784,401,143
785,402,96
786,402,30
787,402,110
788,402,192
789,403,54
790,403,11
791,404,7
792,404,105
793,404,87
794,405,48
795,406,199
796,406,73
797,407,145
798,407,93
799,407,198
800,407,99
801,408,189
802,408,188
803,408,187
804,409,174
805,409,137
806,409,135
807,409,182
808,410,85
809,410,34
810,410,128
811,411,90
812,411,62
813,411,160
814,411,44
815,412,108
816,412,1
817,412,45
818,413,158
819,413,175
820,413,5
821,414,18
822,414,69
823,414,91
824,414,90
825,415,143
826,415,22
827,415,114
828,416,39
829,416,181
830,416,143
831,417,35
832,417,119
833,418,31
834,418,98
835,418,105
836,419,86
837,419,154
838,419,92
839,420,15
840,420,88
841,420,9
842,421,142
843,422,186
844,422,163
845,423,95
846,423,195
847,424,112
848,424,21
849,424,106
850,424,165
851,425,131
852,426,145
853,426,1
854,426,174
855,426,134
856,427,86
857,427,63
858,428,71
859,429,149
860,429,199
861,429,91
862,430,95
863,430,171
864,430,100
865,430,133
866,431,170
867,431,121
868,431,199
869,432,58
870,432,166
871,432,167
872,433,35
873,433,143
874,433,62
875,433,103
876,434,167
877,435,91
878,435,85
879,435,52
880,436,25
881,436,27
882,437,197
883,438,130
884,438,153
885,438,106
886,439,169
887,439,75
888,439,93
889,440,7
890,440,171
891,441,55
892,441,131
893,442,132
894,442,182
895,442,52
896,443,122
897,443,161
898,443,138
899,444,167
900,445,42
901,446,43
902,446,53
903,446,158
904,447,48
905,447,126
906,447,42
907,448,111
908,448,27
909,448,62
910,449,15
911,449,1
912,449,166
913,449,103
914,450,19
915,451,165
916,451,91
917,452,145
918,453,41
919,453,190
920,453,111
921,453,30
922,454,30
923,454,167
924,454,176
925,454,172
926,455,59
927,455,78
928,455,133
929,455,108
930,456,92
931,456,15
932,456,129
933,457,25
934,458,9
935,459,101
936,459,175
937,459,67
938,460,97
939,461,61
940,461,181
941,462,83
942,462,95
943,462,82
944,463,166
945,463,107
946,463,118
947,464,124
948,464,98
949,464,149
950,464,175
951,465,130
952,466,151
953,467,42
954,467,94
955,467,35
956,468,167
957,469,108
958,469,4
959,469,28
960,469,47
961,470,173
962,470,13
963,471,133
964,471,150
965,471,50
966,472,175
967,473,41
968,473,105
969,474,46
970,474,133
971,475,16
972,475,76
973,475,192
974,475,188
975,476,85
976,476,123
977,477,151
978,478,134
979,478,152
980,478,138
981,479,116
982,479,71
983,480,150
984,480,183
985,481,150
986,482,8
987,482,113
988,482,130
989,482,133
990,483,80
991,483,131
992,484,195
993,484,191
994,484,97
995,485,8
996,485,57
997,485,136
998,486,72
999,487,132
1000,488,95
1001,488,31
1002,488,74
1003,488,85
1004,489,73
1005,489,75
1006,490,75
1007,490,83
1008,491,139
1009,491,6
1010,491,200
1011,492,168
1012,492,90
1013,493,129
1014,493,177
1015,493,24
1016,494,163
1017,495,35
1018,495,145
1019,495,42
1020,496,126
1021,497,50
1022,497,45
1023,498,11
1024,499,150
1025,499,109
1026,499,13
1027,499,159
1028,500,81
1029,501,141
1030,501,91
1031,501,140
1032,501,149
1033,502,65
1034,502,94
1035,502,140
1036,503,40
1037,503,104
1038,504,17
1039,504,194
1040,505,193
1041,505,51
1042,506,93
1043,506,25
1044,506,34
1045,507,153
1046,508,45
1047,508,143
1048,508,173
1049,508,137
1050,509,184
1051,509,149
1052,509,19
1053,509,16
1054,510,68
1055,510,110
1056,511,165
1057,511,133
1058,511,122
1059,511,135
1060,512,9
1061,512,114
1062,513,47
1063,514,35
1064,515,120
1065,515,13
1066,515,4
1067,516,168
1068,516,104
1069,517,97
1070,517,140
1071,517,171
1072,518,147
1073,518,100
1074,518,62
1075,519,193
1076,519,28
1077,519,47
1078,519,140
1079,520,94
1080,520,37
1081,521,103
1082,522,55
1083,522,86
1084,522,192
1085,523,116
1086,523,95
1087,523,145
1088,523,131
1089,524,158
1090,524,95
1091,524,62
1092,524,199
1093,525,144
1094,525,15
1095,525,19
1096,526,147
1097,526,89
1098,527,48
1099,527,78
1100,527,85
1101,527,105
1102,528,15
1103,528,54
1104,528,86
1105,529,159
1106,529,56
1107,530,55
1108,530,66
1109,530,27
1110,530,150
1111,531,11
1112,531,106
1113,531,191
1114,531,135
1115,532,40
1116,532,44
1117,533,68
1118,533,35
1119,534,163
1120,534,188
1121,534,117
1122,534,131
1123,535,35
1124,536,146
1125,537,10
1126,537,28
1127,537,131
1128,538,127
1129,538,183
1130,538,108
1131,538,177
1132,539,132
1133,539,170
1134,539,166
1135,539,65
1136,540,68
1137,541,21
1138,541,103
1139,541,20
1140,542,149
1141,543,21
1142,544,160
1143,544,112
1144,544,189
1145,544,89
1146,545,160
1147,545,150
1148,546,74
1149,546,11
1150,546,39
1151,546,178
1152,547,118
1153,547,98
1154,547,19
1155,548,131
1156,549,157
1157,550,86
1158,550,93
1159,550,53
1160,550,97
1161,551,196
1162,551,82
1163,551,105
1164,551,31
1165,552,143
1166,552,16
1167,553,43
1168,553,96
1169,553,145
1170,554,89
1171,554,181
1172,554,186
1173,554,97
1174,555,168
1175,555,59
1176,556,112
1177,556,63
1178,557,185
1179,557,63
1180,557,54
1181,558,12
1182,558,74
1183,559,70
1184,560,132
1185,560,60
1186,560,161
1187,560,200
1188,561,21
1189,561,163
1190,562,11
1191,563,33
1192,563,34
1193,563,41
1194,563,146
1195,564,133
1196,564,97
1197,564,18
1198,564,126
1199,565,102
1200,565,53
1201,565,124
1202,565,97
1203,566,181
1204,566,152
1205,566,132
1206,567,115
1207,567,101
1208,568,62
1209,568,134
1210,568,19
1211,568,25
1212,569,41
1213,569,46
1214,569,66
1215,570,199
1216,570,59
1217,570,43
1218,570,96
1219,571,139
1220,571,160
1221,571,94
1222,571,12
1223,572,71
1224,573,188
1225,573,180
1226,573,83
1227,573,154
1228,574,194
1229,575,72
1230,576,106
1231,576,62
1232,577,11
1233,577,60
1234,578,82
1235,578,63
1236,579,97
1237,579,171
1238,580,50
1239,580,121
1240,580,62
1241,581,170
1242,582,48
1243,582,52
1244,582,111
1245,582,58
1246,583,162
1247,583,129
1248,584,41
1249,584,45
1250,585,184
1251,585,101
1252,585,4
1253,585,189
1254,586,197
1255,586,193
1256,586,28
1257,586,134
1258,587,57
1259,588,34
1260,588,146
1261,589,112
1262,589,144
1263,589,182
1264,589,171
1265,590,1
1266,590,31
1267,590,103
1268,591,32
1269,592,188
1270,593,175
1271,593,129
1272,593,121
1273,593,200
1274,594,69
1275,594,22
1276,594,131
1277,594,165
1278,595,70
1279,596,68
1280,596,41
1281,596,97
1282,596,39
1283,597,62
1284,597,125
1285,597,34
1286,598,177
1287,599,94
1288,599,11
1289,599,110
1290,599,168
1291,600,29
1292,600,38
1293,601,150
1294,601,143
1295,601,21
1296,601,176
1297,602,126
1298,602,187
1299,602,45
1300,602,20
1301,603,32
1302,603,58
1303,603,79
1304,604,63
1305,604,10
1306,604,101
1307,604,25
1308,605,45
1309,605,9
1310,605,172
1311,605,100
1312,606,197
1313,606,87
1314,606,95
1315,606,176
1316,607,111
1317,607,182
1318,608,167
1319,609,42
1320,609,67
1321,609,91
1322,610,112
1323,610,35
1324,611,8
1325,611,104
1326,612,141
1327,612,70
1328,612,15
1329,613,153
1330,614,21
1331,614,102
1332,614,27
1333,614,1
1334,615,193
1335,615,134
1336,616,98
1337,616,171
1338,616,134
1339,617,91
1340,617,157
1341,617,71
1342,618,131
1343,618,144
1344,618,103
1345,619,102
1346,620,184
1347,620,75
1348,620,169
1349,621,96
1350,621,53
1351,621,23
1352,622,106
1353,622,31
1354,622,57
1355,622,89
1356,623,150
1357,623,13
1358,623,102
1359,623,38
1360,624,48
1361,624,156
1362,624,152
1363,624,96
1364,625,32
1365,626,116
1366,626,186
1367,626,82
1368,627,121
1369,628,129
1370,628,10
1371,628,35
1372,629,179
1373,629,17
1374,629,55
1375,629,175
1376,630,153
1377,631,166
1378,631,119
1379,631,180
1380,632,132
1381,633,46
1382,633,200
1383,634,161
1384,634,2
1385,634,148
1386,635,123
1387,635,186
1388,635,172
1389,636,116
1390,636,171
1391,636,18
1392,636,200
1393,637,148
1394,637,164
1395,638,38
1396,638,114
1397,639,168
1398,639,37
1399,639,117
1400,640,153
1401,640,194
1402,640,188
1403,640,112
1404,641,25
1405,641,174
1406,641,52
1407,642,176
1408,642,75
1409,643,71
1410,643,43
1411,643,185
1412,643,139
1413,644,140
1414,644,183
1415,644,113
1416,644,13
1417,645,149
1418,645,123
1419,646,131
1420,647,96
1421,647,169
1422,648,191
1423,648,105
1424,649,182
1425,649,25
1426,650,178
1427,651,114
1428,651,124
1429,651,42
1430,651,103
1431,652,41
1432,653,129
1433,653,133
1434,654,84
1435,655,154
1436,655,16
1437,656,170
1438,656,5
1439,656,133
1440,656,86
1441,657,13
1442,657,113
1443,658,142
1444,659,141
1445,659,113
1446,659,4
1447,659,22
1448,660,45
1449,660,24
1450,661,176
1451,661,98
1452,662,56
1453,662,198
1454,662,20
1455,663,198
1456,664,16
1457,665,54
1458,665,18
1459,665,182
1460,666,109
1461,666,122
1462,667,35
1463,668,80
1464,668,135
1465,668,25
1466,668,161
1467,669,86
1468,669,167
1469,669,23
1470,669,143
1471,670,142
1472,671,179
1473,671,28
1474,671,116
1475,672,42
1476,672,32
1477,672,54
1478,672,107
1479,673,47
1480,674,4
1481,675,137
1482,675,70
1483,676,196
1484,677,174
1485,677,161
1486,677,105
1487,678,151
1488,678,28
1489,678,12
1490,679,169
1491,679,82
1492,679,28
1493,680,182
1494,680,44
1495,681,120
1496,681,91
1497,681,126
1498,681,127
1499,682,113
1500,682,149
1501,682,184
1502,683,188
1503,684,35
1504,684,10
1505,685,182
1506,686,133
1507,686,114
1508,686,68
1509,686,14
1510,687,126
1511,688,137
1512,689,47
1513,689,73
1514,689,81
1515,690,186
1516,690,144
1517,690,31
1518,690,44
1519,691,58
1520,691,19
1521,692,14
1522,692,49
1523,692,137
1524,692,68
1525,693,146
1526,693,93
1527,693,71
1528,694,85
1529,694,94
1530,695,120
1531,695,172
1532,695,29
1533,695,183
1534,696,97
1535,696,151
1536,697,40
1537,698,176
1538,698,168
1539,698,106
1540,699,184
1541,699,119
1542,699,62
1543,699,81
1544,700,135
1545,700,150
1546,700,168
1547,700,86
1548,701,86
1549,701,183
1550,701,80
1551,702,117
1552,703,99
1553,704,120
1554,705,151
1555,705,131
1556,705,101
1557,706,165
1558,707,189
1559,707,35
1560,708,156
1561,708,199
1562,708,6
1563,709,101
1564,709,98
1565,710,154
1566,710,181
1567,710,162
1568,710,49
1569,711,161
1570,711,191
1571,712,51
1572,712,33
1573,712,147
1574,712,105
1575,713,141
1576,714,32
1577,714,138
1578,714,75
1579,714,28
1580,715,30
1581,716,10
1582,716,109
1583,716,86
1584,716,196
1585,717,136
1586,717,158
1587,717,106
1588,718,102
1589,718,73
1590,719,68
1591,720,131
1592,720,4
1593,720,194
1594,720,179
1595,721,174
1596,721,130
1597,721,133
1598,722,81
1599,722,154
1600,722,10
1601,722,192
1602,723,161
1603,724,42
1604,724,144
1605,724,36
1606,724,132
1607,725,162
1608,725,35
1609,725,62
1610,726,31
1611,727,93
1612,727,27
1613,728,91
1614,728,194
1615,729,38
1616,729,189
1617,730,156
1618,730,176
1619,730,195
1620,731,8
1621,731,76
1622,731,40
1623,732,167
1624,732,183
1625,732,26
1626,732,3
1627,733,154
1628,733,126
1629,733,190
1630,734,51
1631,734,28
1632,735,137
1633,735,124
1634,735,125
1635,736,159
1636,736,160
1637,736,156
1638,736,76
1639,737,35
1640,737,166
1641,737,104
1642,738,45
1643,738,144
1644,739,79
1645,739,137
1646,739,85
1647,740,167
1648,740,184
1649,740,186
1650,740,160
1651,741,161
1652,741,69
1653,741,24
1654,742,12
1655,742,86
1656,742,198
1657,743,78
1658,744,95
1659,744,140
1660,744,109
1661,744,150
1662,745,127
1663,745,176
1664,746,131
1665,746,62
1666,747,134
1667,747,5
1668,748,22
1669,749,68
1670,749,175
1671,750,12
1672,751,16
1673,752,136
1674,752,58
1675,752,148
1676,753,96
1677,753,167
1678,753,27
1679,753,98
1680,754,159
1681,755,123
1682,755,114
1683,756,80
1684,757,138
1685,757,141
1686,758,193
1687,759,33
1688,759,172
1689,760,51
1690,760,145
1691,760,176
1692,761,96
1693,761,91
1694,761,158
1695,761,21
1696,762,199
1697,762,3
1698,762,133
1699,762,8
1700,763,58
1701,763,120
1702,763,14
1703,764,76
1704,764,114
1705,764,87
1706,765,107
1707,765,186
1708,765,69
1709,765,190
1710,766,157
1711,766,12
1712,766,89
1713,767,159
1714,767,161
1715,767,75
1716,767,129
1717,768,67
1718,768,71
1719,769,175
1720,770,49
1721,770,79
1722,770,59
1723,770,127
1724,771,70
1725,771,101
1726,772,145
1727,772,28
1728,772,40
1729,773,33
1730,773,56
1731,773,114
1732,773,195
1733,774,58
1734,774,66
1735,775,73
1736,775,159
1737,776,100
1738,776,150
1739,776,2
1740,776,6
1741,777,125
1742,777,31
1743,778,17
1744,779,35
1745,779,102
1746,779,182
1747,779,135
1748,780,187
1749,780,88
1750,780,131
1751,781,40
1752,782,35
1753,782,68
1754,783,76
1755,783,16
1756,784,156
1757,784,56
1758,785,181
1759,785,118
1760,785,55
1761,785,44
1762,786,96
1763,786,70
1764,787,50
1765,788,152
1766,788,112
1767,788,163
1768,788,95
1769,789,154
1770,789,180
1771,790,72
1772,790,139
1773,791,196
1774,791,144
1775,792,29
1776,792,96
1777,792,65
1778,792,61
1779,793,54
1780,793,169
1781,793,31
1782,794,179
1783,794,103
1784,794,104
1785,795,121
1786,795,103
1787,796,32
1788,796,191
1789,797,173
1790,797,131
1791,798,59
1792,798,135
1793,798,171
1794,799,26
1795,799,45
1796,799,117
1797,800,14
1798,801,126
1799,801,77
1800,801,103
1801,802,130
1802,802,104
1803,803,57
1804,803,180
1805,804,200
1806,804,51
1807,804,40
1808,805,181
1809,806,121
1810,807,132
1811,807,48
1812,807,109
1813,808,128
1814,808,87
1815,809,72
1816,809,93
1817,810,138
1818,811,167
1819,811,22
1820,811,184
1821,811,124
1822,812,114
1823,812,8
1824,813,15
1825,813,6
1826,813,150
1827,814,189
1828,815,142
1829,816,114
1830,816,165
1831,816,106
1832,817,26
1833,817,149
1834,817,156
1835,817,108
1836,818,170
1837,818,116
1838,819,189
1839,820,71
1840,820,56
1841,821,179
1842,822,130
1843,822,192
1844,822,32
1845,822,112
1846,823,162
1847,823,69
1848,824,187
1849,824,162
1850,824,30
1851,825,117
1852,826,192
1853,826,177
1854,827,84
1855,827,71
1856,828,131
1857,829,84
1858,829,100
1859,830,93
1860,830,161
1861,830,88
1862,830,15
1863,831,102
1864,831,131
1865,832,43
1866,832,47
1867,833,132
1868,833,151
1869,833,58
1870,834,63
1871,834,191
1872,834,195
1873,835,108
1874,835,35
1875,835,3
1876,836,150
1877,836,197
1878,836,191
1879,836,74
1880,837,39
1881,837,81
1882,837,74
1883,837,35
1884,838,177
1885,839,73
1886,839,124
1887,840,11
1888,841,125
1889,842,109
1890,843,88
1891,843,38
1892,843,177
1893,843,30
1894,844,55
1895,844,1
1896,844,157
1897,844,44
1898,845,198
1899,845,120
1900,846,127
1901,847,182
1902,847,7
1903,847,35
1904,848,191
1905,848,196
1906,848,44
1907,849,28
1908,849,165
1909,849,79
1910,850,198
1911,851,192
1912,851,39
1913,851,36
1914,851,132
1915,852,128
1916,852,155
1917,852,200
1918,853,142
1919,853,190
1920,853,63
1921,853,126
1922,854,98
1923,854,1
1924,855,90
1925,855,37
1926,856,1
1927,857,77
1928,857,17
1929,858,64
1930,858,28
1931,858,29
1932,858,117
1933,859,158
1934,859,67
1935,860,134
1936,861,82
1937,861,111
1938,861,68
1939,861,168
1940,862,173
1941,862,36
1942,862,100
1943,863,55
1944,864,48
1945,864,160
1946,864,190
1947,865,159
1948,865,49
1949,866,195
1950,867,168
1951,867,132
1952,868,184
1953,868,73
1954,868,129
1955,868,33
1956,869,47
1957,869,101
1958,870,142
1959,870,34
1960,870,52
1961,871,127
1962,871,50
1963,871,110
1964,872,28
1965,872,66
1966,873,170
1967,873,55
1968,874,107
1969,874,182
1970,875,47
1971,875,95
1972,876,126
1973,876,42
1974,876,189
1975,876,152
1976,877,153
1977,877,65
1978,878,79
1979,878,25
1980,879,63
1981,879,162
1982,879,164
1983,880,21
1984,880,50
1985,880,128
1986,881,39
1987,882,115
1988,883,22
1989,884,26
1990,884,181
1991,885,132
1992,886,191
1993,886,86
1994,886,172
1995,887,96
1996,887,77
1997,887,187
1998,888,47
1999,888,138
2000,888,189
2001,889,172
2002,889,61
2003,889,54
2004,890,137
2005,891,168
2006,891,31
2007,891,91
2008,891,74
2009,892,195
2010,893,68
2011,893,107
2012,893,19
2013,893,192
2014,894,25
2015,894,45
2016,894,8
2017,895,145
2018,895,1
2019,896,116
2020,897,190
2021,897,159
2022,898,92
2023,899,19
2024,899,191
2025,900,66
2026,900,53
2027,900,157
2028,901,27
2029,901,183
2030,901,28
2031,901,107
2032,902,40
2033,903,78
2034,903,188
2035,904,108
2036,904,76
2037,905,25
2038,905,125
2039,906,9
2040,907,86
2041,907,138
2042,908,48
2043,908,36
2044,909,87
2045,909,185
2046,909,29
2047,909,63
2048,910,56
2049,910,65
2050,911,53
2051,911,109
2052,911,172
2053,912,165
2054,912,124
2055,912,104
2056,913,61
2057,913,194
2058,913,37
2059,914,15
2060,914,80
2061,915,9
2062,915,191
2063,915,100
2064,915,135
2065,916,142
2066,916,171
2067,917,119
2068,917,112
2069,917,156
2070,918,103
2071,918,35
2072,918,22
2073,918,9
2074,919,48
2075,919,56
2076,919,38
2077,920,199
2078,920,6
2079,920,183
2080,920,87
2081,921,120
2082,922,106
2083,922,64
2084,922,82
2085,923,195
2086,923,35
2087,924,143
2088,924,109
2089,925,112
2090,925,3
2091,925,46
2092,926,53
2093,926,174
2094,927,148
2095,927,168
2096,927,178
2097,927,149
2098,928,72
2099,928,156
2100,928,154
2101,928,155
2102,929,84
2103,930,135
2104,931,40
2105,931,131
2106,931,69
2107,931,184
2108,932,162
2109,932,143
2110,932,24
2111,933,5
2112,933,192
2113,933,98
2114,934,53
2115,935,54
2116,936,61
2117,937,121
2118,937,168
2119,937,31
2120,937,152
2121,938,42
2122,938,85
2123,938,140
2124,938,155
2125,939,108
2126,939,158
2127,939,12
2128,940,50
2129,941,153
2130,941,44
2131,941,138
2132,941,149
2133,942,64
2134,942,43
2135,943,22
2136,943,172
2137,943,91
2138,943,59
